id,recipe_name,pet_type,age_group,ingredients,ingredient_quantities,preparation_steps,calories,protein,fat,carbohydrates,vitamins,minerals,cook_time,difficulty,health_benefits,health_conditions_supported,source_url
RABBIT_169,Delicious Bell Pepper & Parsley Forage Medley,Rabbit,Baby,"Timothy Hay, Parsley, Dill, Kale, Cilantro, Bell Pepper","229g, 77g, 44g, 31g, 70g, 25g","Provide a large base of fresh, clean Timothy Hay. | Thoroughly wash the leafy greens: Parsley, Dill, Kale, Cilantro. | Finely chop the greens and the Bell Pepper sweet component. | Toss the greens and sweet treats together. | Scatter the mixture over the hay base to encourage natural foraging behaviors.",51,4.8,1.1,22.3,"Vitamin A, Vitamin C, Vitamin K","Calcium, Potassium, Magnesium",5 mins,Easy,"High Protein, Digestive Health","High Protein Support, Digestive Health Support",https://pawfeed.ai/recipes/rabbit-delicious-bell-pepper-and-parsley-forage-medley
RABBIT_170,Crisp & Garden Fresh Apple (no seeds) & Dill Timothy Crunch,Rabbit,Adult,"Alfalfa Hay, Dill, Mint, Cilantro, Apple (no seeds)","254g, 38g, 62g, 65g, 11g","Provide a large base of fresh, clean Alfalfa Hay. | Thoroughly wash the leafy greens: Dill, Mint, Cilantro. | Finely chop the greens and the Apple (no seeds) sweet component. | Toss the greens and sweet treats together. | Scatter the mixture over the hay base to encourage natural foraging behaviors.",78,10.0,1.5,24.4,"Vitamin A, Vitamin C, Vitamin K","Calcium, Potassium, Magnesium",5 mins,Easy,"Weight Management, Puppy/Kitten","Weight Management Support, Puppy/Kitten Support",https://pawfeed.ai/recipes/rabbit-crisp-and-garden-fresh-apple-(no-seeds)-and-dill-timothy-crunch
RABBIT_171,Select Carrots & Kale Forage Medley,Rabbit,Senior,"Alfalfa Hay, Kale, Cilantro, Mint, Carrots","297g, 65g, 33g, 61g, 10g","Provide a large base of fresh, clean Alfalfa Hay. | Thoroughly wash the leafy greens: Kale, Cilantro, Mint. | Finely chop the greens and the Carrots sweet component. | Toss the greens and sweet treats together. | Scatter the mixture over the hay base to encourage natural foraging behaviors.",82,10.8,1.6,26.0,"Vitamin A, Vitamin C, Vitamin K","Calcium, Potassium, Magnesium",5 mins,Easy,"Senior Pet, General Wellness","Senior Pet Support, General Wellness Support",https://pawfeed.ai/recipes/rabbit-select-carrots-and-kale-forage-medley
RABBIT_172,Digestive Friendly Apple (no seeds) & Mint Fresh Salad,Rabbit,Baby,"Alfalfa Hay, Mint, Kale, Cilantro, Apple (no seeds)","160g, 32g, 68g, 61g, 17g","Provide a large base of fresh, clean Alfalfa Hay. | Thoroughly wash the leafy greens: Mint, Kale, Cilantro. | Finely chop the greens and the Apple (no seeds) sweet component. | Toss the greens and sweet treats together. | Scatter the mixture over the hay base to encourage natural foraging behaviors.",71,8.7,1.3,21.1,"Vitamin A, Vitamin C, Vitamin K","Calcium, Potassium, Magnesium",5 mins,Easy,Skin & Coat,Skin & Coat Support,https://pawfeed.ai/recipes/rabbit-digestive-friendly-apple-(no-seeds)-and-mint-fresh-salad
RABBIT_173,Green Carrots & Romaine Lettuce Herbal Salad,Rabbit,Senior,"Timothy Hay, Romaine Lettuce, Dill, Kale, Parsley, Carrots","163g, 67g, 41g, 61g, 37g, 15g","Provide a large base of fresh, clean Timothy Hay. | Thoroughly wash the leafy greens: Romaine Lettuce, Dill, Kale, Parsley. | Finely chop the greens and the Carrots sweet component. | Toss the greens and sweet treats together. | Scatter the mixture over the hay base to encourage natural foraging behaviors.",50,4.6,1.0,20.7,"Vitamin A, Vitamin C, Vitamin K","Calcium, Potassium, Magnesium",5 mins,Easy,"Skin & Coat, Senior Pet","Skin & Coat Support, Senior Pet Support",https://pawfeed.ai/recipes/rabbit-green-carrots-and-romaine-lettuce-herbal-salad
RABBIT_174,Organic Bell Pepper & Dill Herbal Salad,Rabbit,Adult,"Timothy Hay, Dill, Kale, Cilantro, Romaine Lettuce, Bell Pepper","191g, 53g, 77g, 45g, 34g, 12g","Provide a large base of fresh, clean Timothy Hay. | Thoroughly wash the leafy greens: Dill, Kale, Cilantro, Romaine Lettuce. | Finely chop the greens and the Bell Pepper sweet component. | Toss the greens and sweet treats together. | Scatter the mixture over the hay base to encourage natural foraging behaviors.",52,4.9,1.1,21.9,"Vitamin A, Vitamin C, Vitamin K","Calcium, Potassium, Magnesium",5 mins,Easy,Puppy/Kitten,Puppy/Kitten Support,https://pawfeed.ai/recipes/rabbit-organic-bell-pepper-and-dill-herbal-salad
RABBIT_175,Crisp & Garden Fresh Blueberries & Kale Timothy Crunch,Rabbit,Baby,"Timothy Hay, Kale, Mint, Blueberries","198g, 56g, 66g, 20g","Provide a large base of fresh, clean Timothy Hay. | Thoroughly wash the leafy greens: Kale, Mint. | Finely chop the greens and the Blueberries sweet component. | Toss the greens and sweet treats together. | Scatter the mixture over the hay base to encourage natural foraging behaviors.",66,5.6,1.2,28.5,"Vitamin A, Vitamin C, Vitamin K","Calcium, Potassium, Magnesium",5 mins,Easy,"Puppy/Kitten, General Wellness","Puppy/Kitten Support, General Wellness Support",https://pawfeed.ai/recipes/rabbit-crisp-and-garden-fresh-blueberries-and-kale-timothy-crunch
RABBIT_176,Digestive Friendly Apple (no seeds) & Dill Forage Medley,Rabbit,Adult,"Alfalfa Hay, Dill, Mint, Apple (no seeds)","191g, 65g, 80g, 13g","Provide a large base of fresh, clean Alfalfa Hay. | Thoroughly wash the leafy greens: Dill, Mint. | Finely chop the greens and the Apple (no seeds) sweet component. | Toss the greens and sweet treats together. | Scatter the mixture over the hay base to encourage natural foraging behaviors.",81,9.7,1.5,24.4,"Vitamin A, Vitamin C, Vitamin K","Calcium, Potassium, Magnesium",5 mins,Easy,High Protein,High Protein Support,https://pawfeed.ai/recipes/rabbit-digestive-friendly-apple-(no-seeds)-and-dill-forage-medley
RABBIT_177,Digestive Friendly Blueberries & Kale Hay Topper,Rabbit,Senior,"Timothy Hay, Kale, Romaine Lettuce, Blueberries","243g, 48g, 64g, 13g","Provide a large base of fresh, clean Timothy Hay. | Thoroughly wash the leafy greens: Kale, Romaine Lettuce. | Finely chop the greens and the Blueberries sweet component. | Toss the greens and sweet treats together. | Scatter the mixture over the hay base to encourage natural foraging behaviors.",58,5.4,1.2,28.6,"Vitamin A, Vitamin C, Vitamin K","Calcium, Potassium, Magnesium",5 mins,Easy,"Joint Health, Weight Management","Joint Health Support, Weight Management Support",https://pawfeed.ai/recipes/rabbit-digestive-friendly-blueberries-and-kale-hay-topper
RABBIT_178,Green Strawberries & Cilantro Green Salad Bowl,Rabbit,Baby,"Timothy Hay, Cilantro, Kale, Romaine Lettuce, Strawberries","227g, 62g, 71g, 79g, 24g","Provide a large base of fresh, clean Timothy Hay. | Thoroughly wash the leafy greens: Cilantro, Kale, Romaine Lettuce. | Finely chop the greens and the Strawberries sweet component. | Toss the greens and sweet treats together. | Scatter the mixture over the hay base to encourage natural foraging behaviors.",49,4.6,1.0,22.4,"Vitamin A, Vitamin C, Vitamin K","Calcium, Potassium, Magnesium",5 mins,Easy,"High Protein, Senior Pet","High Protein Support, Senior Pet Support",https://pawfeed.ai/recipes/rabbit-green-strawberries-and-cilantro-green-salad-bowl
RABBIT_179,Natural Bell Pepper & Cilantro Hay Topper,Rabbit,Senior,"Timothy Hay, Cilantro, Mint, Dill, Bell Pepper","210g, 80g, 77g, 31g, 21g","Provide a large base of fresh, clean Timothy Hay. | Thoroughly wash the leafy greens: Cilantro, Mint, Dill. | Finely chop the greens and the Bell Pepper sweet component. | Toss the greens and sweet treats together. | Scatter the mixture over the hay base to encourage natural foraging behaviors.",57,4.9,1.1,24.3,"Vitamin A, Vitamin C, Vitamin K","Calcium, Potassium, Magnesium",5 mins,Easy,"High Protein, Skin & Coat","High Protein Support, Skin & Coat Support",https://pawfeed.ai/recipes/rabbit-natural-bell-pepper-and-cilantro-hay-topper
RABBIT_180,Fiber-Rich Strawberries & Mint Green Salad Bowl,Rabbit,Adult,"Timothy Hay, Mint, Parsley, Strawberries","179g, 49g, 71g, 11g","Provide a large base of fresh, clean Timothy Hay. | Thoroughly wash the leafy greens: Mint, Parsley. | Finely chop the greens and the Strawberries sweet component. | Toss the greens and sweet treats together. | Scatter the mixture over the hay base to encourage natural foraging behaviors.",61,5.4,1.2,27.2,"Vitamin A, Vitamin C, Vitamin K","Calcium, Potassium, Magnesium",5 mins,Easy,Weight Management,Weight Management Support,https://pawfeed.ai/recipes/rabbit-fiber-rich-strawberries-and-mint-green-salad-bowl
RABBIT_181,Digestive Friendly Bell Pepper & Mint Fresh Salad,Rabbit,Senior,"Timothy Hay, Mint, Dill, Romaine Lettuce, Bell Pepper","218g, 60g, 74g, 60g, 12g","Provide a large base of fresh, clean Timothy Hay. | Thoroughly wash the leafy greens: Mint, Dill, Romaine Lettuce. | Finely chop the greens and the Bell Pepper sweet component. | Toss the greens and sweet treats together. | Scatter the mixture over the hay base to encourage natural foraging behaviors.",56,4.9,1.1,24.5,"Vitamin A, Vitamin C, Vitamin K","Calcium, Potassium, Magnesium",5 mins,Easy,"General Wellness, Digestive Health","General Wellness Support, Digestive Health Support",https://pawfeed.ai/recipes/rabbit-digestive-friendly-bell-pepper-and-mint-fresh-salad
RABBIT_182,Delicious Strawberries & Mint Forage Medley,Rabbit,Adult,"Timothy Hay, Mint, Romaine Lettuce, Dill, Strawberries","177g, 40g, 67g, 50g, 21g","Provide a large base of fresh, clean Timothy Hay. | Thoroughly wash the leafy greens: Mint, Romaine Lettuce, Dill. | Finely chop the greens and the Strawberries sweet component. | Toss the greens and sweet treats together. | Scatter the mixture over the hay base to encourage natural foraging behaviors.",54,4.7,1.1,23.7,"Vitamin A, Vitamin C, Vitamin K","Calcium, Potassium, Magnesium",5 mins,Easy,"Puppy/Kitten, Senior Pet","Puppy/Kitten Support, Senior Pet Support",https://pawfeed.ai/recipes/rabbit-delicious-strawberries-and-mint-forage-medley
RABBIT_183,Fiber-Rich Strawberries & Dill Timothy Crunch,Rabbit,Adult,"Timothy Hay, Dill, Romaine Lettuce, Strawberries","197g, 72g, 41g, 18g","Provide a large base of fresh, clean Timothy Hay. | Thoroughly wash the leafy greens: Dill, Romaine Lettuce. | Finely chop the greens and the Strawberries sweet component. | Toss the greens and sweet treats together. | Scatter the mixture over the hay base to encourage natural foraging behaviors.",55,5.2,1.2,26.4,"Vitamin A, Vitamin C, Vitamin K","Calcium, Potassium, Magnesium",5 mins,Easy,Weight Management,Weight Management Support,https://pawfeed.ai/recipes/rabbit-fiber-rich-strawberries-and-dill-timothy-crunch
RABBIT_184,Wholesome Strawberries & Dill Fresh Salad,Rabbit,Senior,"Timothy Hay, Dill, Kale, Cilantro, Parsley, Strawberries","206g, 51g, 45g, 61g, 80g, 13g","Provide a large base of fresh, clean Timothy Hay. | Thoroughly wash the leafy greens: Dill, Kale, Cilantro, Parsley. | Finely chop the greens and the Strawberries sweet component. | Toss the greens and sweet treats together. | Scatter the mixture over the hay base to encourage natural foraging behaviors.",52,4.8,1.1,21.5,"Vitamin A, Vitamin C, Vitamin K","Calcium, Potassium, Magnesium",5 mins,Easy,Weight Management,Weight Management Support,https://pawfeed.ai/recipes/rabbit-wholesome-strawberries-and-dill-fresh-salad
RABBIT_185,Wholesome Bell Pepper & Cilantro Green Salad Bowl,Rabbit,Senior,"Alfalfa Hay, Cilantro, Parsley, Bell Pepper","156g, 55g, 75g, 13g","Provide a large base of fresh, clean Alfalfa Hay. | Thoroughly wash the leafy greens: Cilantro, Parsley. | Finely chop the greens and the Bell Pepper sweet component. | Toss the greens and sweet treats together. | Scatter the mixture over the hay base to encourage natural foraging behaviors.",66,9.0,1.3,20.7,"Vitamin A, Vitamin C, Vitamin K","Calcium, Potassium, Magnesium",5 mins,Easy,"General Wellness, High Protein","General Wellness Support, High Protein Support",https://pawfeed.ai/recipes/rabbit-wholesome-bell-pepper-and-cilantro-green-salad-bowl
RABBIT_186,Crisp & Garden Fresh Carrots & Cilantro Herbal Salad,Rabbit,Baby,"Alfalfa Hay, Cilantro, Dill, Kale, Parsley, Carrots","265g, 46g, 61g, 54g, 75g, 24g","Provide a large base of fresh, clean Alfalfa Hay. | Thoroughly wash the leafy greens: Cilantro, Dill, Kale, Parsley. | Finely chop the greens and the Carrots sweet component. | Toss the greens and sweet treats together. | Scatter the mixture over the hay base to encourage natural foraging behaviors.",70,9.1,1.4,21.0,"Vitamin A, Vitamin C, Vitamin K","Calcium, Potassium, Magnesium",5 mins,Easy,Puppy/Kitten,Puppy/Kitten Support,https://pawfeed.ai/recipes/rabbit-crisp-and-garden-fresh-carrots-and-cilantro-herbal-salad
RABBIT_187,Fiber-Rich Blueberries & Romaine Lettuce Green Salad Bowl,Rabbit,Baby,"Timothy Hay, Romaine Lettuce, Kale, Blueberries","278g, 68g, 61g, 17g","Provide a large base of fresh, clean Timothy Hay. | Thoroughly wash the leafy greens: Romaine Lettuce, Kale. | Finely chop the greens and the Blueberries sweet component. | Toss the greens and sweet treats together. | Scatter the mixture over the hay base to encourage natural foraging behaviors.",58,5.4,1.2,28.6,"Vitamin A, Vitamin C, Vitamin K","Calcium, Potassium, Magnesium",5 mins,Easy,"High Protein, Skin & Coat","High Protein Support, Skin & Coat Support",https://pawfeed.ai/recipes/rabbit-fiber-rich-blueberries-and-romaine-lettuce-green-salad-bowl
RABBIT_188,Green Carrots & Romaine Lettuce Timothy Crunch,Rabbit,Adult,"Timothy Hay, Romaine Lettuce, Cilantro, Parsley, Dill, Carrots","198g, 60g, 53g, 57g, 75g, 13g","Provide a large base of fresh, clean Timothy Hay. | Thoroughly wash the leafy greens: Romaine Lettuce, Cilantro, Parsley, Dill. | Finely chop the greens and the Carrots sweet component. | Toss the greens and sweet treats together. | Scatter the mixture over the hay base to encourage natural foraging behaviors.",48,4.4,1.0,20.4,"Vitamin A, Vitamin C, Vitamin K","Calcium, Potassium, Magnesium",5 mins,Easy,"Senior Pet, Puppy/Kitten","Senior Pet Support, Puppy/Kitten Support",https://pawfeed.ai/recipes/rabbit-green-carrots-and-romaine-lettuce-timothy-crunch
RABBIT_189,Natural Blueberries & Parsley Timothy Crunch,Rabbit,Baby,"Alfalfa Hay, Parsley, Cilantro, Mint, Kale, Blueberries","259g, 49g, 62g, 57g, 65g, 25g","Provide a large base of fresh, clean Alfalfa Hay. | Thoroughly wash the leafy greens: Parsley, Cilantro, Mint, Kale. | Finely chop the greens and the Blueberries sweet component. | Toss the greens and sweet treats together. | Scatter the mixture over the hay base to encourage natural foraging behaviors.",73,9.0,1.4,22.0,"Vitamin A, Vitamin C, Vitamin K","Calcium, Potassium, Magnesium",5 mins,Easy,Senior Pet,Senior Pet Support,https://pawfeed.ai/recipes/rabbit-natural-blueberries-and-parsley-timothy-crunch
RABBIT_190,Crisp & Garden Fresh Bell Pepper & Kale Hay Topper,Rabbit,Senior,"Alfalfa Hay, Kale, Romaine Lettuce, Cilantro, Bell Pepper","205g, 79g, 37g, 47g, 18g","Provide a large base of fresh, clean Alfalfa Hay. | Thoroughly wash the leafy greens: Kale, Romaine Lettuce, Cilantro. | Finely chop the greens and the Bell Pepper sweet component. | Toss the greens and sweet treats together. | Scatter the mixture over the hay base to encourage natural foraging behaviors.",68,9.3,1.3,21.4,"Vitamin A, Vitamin C, Vitamin K","Calcium, Potassium, Magnesium",5 mins,Easy,Senior Pet,Senior Pet Support,https://pawfeed.ai/recipes/rabbit-crisp-and-garden-fresh-bell-pepper-and-kale-hay-topper
RABBIT_191,Wholesome Carrots & Kale Fresh Salad,Rabbit,Adult,"Timothy Hay, Kale, Romaine Lettuce, Mint, Carrots","269g, 54g, 40g, 43g, 12g","Provide a large base of fresh, clean Timothy Hay. | Thoroughly wash the leafy greens: Kale, Romaine Lettuce, Mint. | Finely chop the greens and the Carrots sweet component. | Toss the greens and sweet treats together. | Scatter the mixture over the hay base to encourage natural foraging behaviors.",61,5.6,1.2,29.0,"Vitamin A, Vitamin C, Vitamin K","Calcium, Potassium, Magnesium",5 mins,Easy,Joint Health,Joint Health Support,https://pawfeed.ai/recipes/rabbit-wholesome-carrots-and-kale-fresh-salad
RABBIT_192,Select Bell Pepper & Kale Herbal Salad,Rabbit,Senior,"Alfalfa Hay, Kale, Dill, Bell Pepper","193g, 36g, 33g, 15g","Provide a large base of fresh, clean Alfalfa Hay. | Thoroughly wash the leafy greens: Kale, Dill. | Finely chop the greens and the Bell Pepper sweet component. | Toss the greens and sweet treats together. | Scatter the mixture over the hay base to encourage natural foraging behaviors.",82,11.5,1.7,26.6,"Vitamin A, Vitamin C, Vitamin K","Calcium, Potassium, Magnesium",5 mins,Easy,"Digestive Health, Joint Health","Digestive Health Support, Joint Health Support",https://pawfeed.ai/recipes/rabbit-select-bell-pepper-and-kale-herbal-salad
RABBIT_193,Fresh Apple (no seeds) & Dill Forage Medley,Rabbit,Senior,"Alfalfa Hay, Dill, Mint, Romaine Lettuce, Apple (no seeds)","204g, 48g, 72g, 51g, 15g","Provide a large base of fresh, clean Alfalfa Hay. | Thoroughly wash the leafy greens: Dill, Mint, Romaine Lettuce. | Finely chop the greens and the Apple (no seeds) sweet component. | Toss the greens and sweet treats together. | Scatter the mixture over the hay base to encourage natural foraging behaviors.",75,9.1,1.4,22.9,"Vitamin A, Vitamin C, Vitamin K","Calcium, Potassium, Magnesium",5 mins,Easy,"Digestive Health, Senior Pet","Digestive Health Support, Senior Pet Support",https://pawfeed.ai/recipes/rabbit-fresh-apple-(no-seeds)-and-dill-forage-medley
RABBIT_194,Fresh Blueberries & Cilantro Hay Topper,Rabbit,Baby,"Timothy Hay, Cilantro, Kale, Dill, Blueberries","222g, 65g, 46g, 73g, 10g","Provide a large base of fresh, clean Timothy Hay. | Thoroughly wash the leafy greens: Cilantro, Kale, Dill. | Finely chop the greens and the Blueberries sweet component. | Toss the greens and sweet treats together. | Scatter the mixture over the hay base to encourage natural foraging behaviors.",55,5.2,1.2,24.5,"Vitamin A, Vitamin C, Vitamin K","Calcium, Potassium, Magnesium",5 mins,Easy,High Protein,High Protein Support,https://pawfeed.ai/recipes/rabbit-fresh-blueberries-and-cilantro-hay-topper
RABBIT_195,Crisp & Garden Fresh Carrots & Parsley Herbal Salad,Rabbit,Senior,"Alfalfa Hay, Parsley, Dill, Carrots","245g, 38g, 49g, 24g","Provide a large base of fresh, clean Alfalfa Hay. | Thoroughly wash the leafy greens: Parsley, Dill. | Finely chop the greens and the Carrots sweet component. | Toss the greens and sweet treats together. | Scatter the mixture over the hay base to encourage natural foraging behaviors.",81,11.2,1.6,26.4,"Vitamin A, Vitamin C, Vitamin K","Calcium, Potassium, Magnesium",5 mins,Easy,General Wellness,General Wellness Support,https://pawfeed.ai/recipes/rabbit-crisp-and-garden-fresh-carrots-and-parsley-herbal-salad
